Store,Date,Temperature,Fuel_Price,MarkDown1,MarkDown2,MarkDown3,MarkDown4,MarkDown5,CPI,Unemployment,IsHoliday,last_weekly_sales
1,2010-09-17,82.11,2.582,,,,,,211.52246,7.787,false,1507460.6986989975
1,2010-09-24,80.94,2.624,,,,,,211.59723,7.787,false,1430378.6787743568
1,2010-10-01,71.89,2.603,,,,,,211.672,7.838,false,1351791.0264892578
1,2010-10-08,63.93,2.633,,,,,,211.74675,7.838,false,1453329.4939603806
1,2010-10-15,67.18,2.72,,,,,,211.81375,7.838,false,1508239.935558319
1,2010-10-22,69.86,2.725,,,,,,211.8613,7.838,false,1459409.1059055328
1,2010-10-29,69.64,2.716,,,,,,211.90884,7.838,false,1345453.9988708496
1,2010-11-05,58.74,2.689,,,,,,211.95639,7.838,false,1384209.217786789
1,2010-11-12,59.61,2.728,,,,,,212.00394,7.838,false,1551659.2858304977
1,2010-11-19,51.41,2.771,,,,,,211.88968,7.838,false,1494479.4852218628
1,2010-11-26,64.52,2.735,,,,,,211.74843,7.838,true,1483784.1881484985
1,2010-12-03,49.27,2.708,,,,,,211.6072,7.838,false,1955624.121008873
1,2010-12-10,46.33,2.843,,,,,,211.46596,7.838,false,1548033.783050537
1,2010-12-17,49.84,2.869,,,,,,211.40532,7.838,false,1682614.2626075745
1,2010-12-24,52.33,2.886,,,,,,211.40512,7.838,false,1891034.9371013641
1,2010-12-31,48.43,2.943,,,,,,211.40494,7.838,true,2387950.1949768066
1,2011-01-07,48.27,2.976,,,,,,211.40474,7.742,false,1367320.0062122345
1,2011-01-14,35.4,2.983,,,,,,211.45741,7.742,false,1444732.2826251984
1,2011-01-21,44.04,3.016,,,,,,211.82724,7.742,false,1391013.9626731873
1,2011-01-28,43.83,3.01,,,,,,212.19705,7.742,false,1327405.3994131088
1,2011-02-04,42.27,2.989,,,,,,212.56688,7.742,false,1316899.3076019287
1,2011-02-11,36.39,3.022,,,,,,212.9367,7.742,true,1606629.5799598694
1,2011-02-18,57.36,3.045,,,,,,213.24788,7.742,false,1649614.9168949127
1,2011-02-25,62.9,3.065,,,,,,213.53561,7.742,false,1686842.7817020416
1,2011-03-04,59.58,3.288,,,,,,213.82333,7.742,false,1456800.2846212387
1,2011-03-11,53.56,3.459,,,,,,214.11105,7.742,false,1636263.4287090302
1,2011-03-18,62.76,3.488,,,,,,214.36272,7.742,false,1553191.6212477684
1,2011-03-25,69.97,3.473,,,,,,214.59995,7.742,false,1576818.0555562973
1,2011-04-01,59.17,3.524,,,,,,214.83717,7.682,false,1541102.3899097443
1,2011-04-08,67.84,3.622,,,,,,215.07439,7.682,false,1495064.7561340332
1,2011-04-15,71.27,3.743,,,,,,215.29185,7.682,false,1614259.3518066406
1,2011-04-22,72.99,3.807,,,,,,215.4599,7.682,false,1559889.0001678467
1,2011-04-29,72.03,3.81,,,,,,215.62796,7.682,false,1564819.8206949234
1,2011-05-06,64.61,3.906,,,,,,215.796,7.682,false,1455090.703403473
1,2011-05-13,75.64,3.899,,,,,,215.96405,7.682,false,1629391.2747917175
1,2011-05-20,67.63,3.907,,,,,,215.73392,7.682,false,1604775.5844106674
1,2011-05-27,77.72,3.786,,,,,,215.50378,7.682,false,1428218.2558705807
1,2011-06-03,83.0,3.699,,,,,,215.27365,7.682,false,1466046.6777273118
1,2011-06-10,83.13,3.648,,,,,,215.04352,7.682,false,1635078.3940372467
1,2011-06-17,86.41,3.637,,,,,,214.99806,7.682,false,1588948.3014354706
1,2011-06-24,83.58,3.594,,,,,,215.0911,7.682,false,1532114.846382141
1,2011-07-01,85.55,3.524,,,,,,215.18414,7.962,false,1438830.1456594467
1,2011-07-08,85.83,3.48,,,,,,215.27718,7.962,false,1488538.0845947266
1,2011-07-15,88.54,3.575,,,,,,215.36111,7.962,false,1534849.6356773376
1,2011-07-22,85.77,3.651,,,,,,215.42227,7.962,false,1455119.966809094
1,2011-07-29,86.83,3.682,,,,,,215.48344,7.962,false,1396926.8097953796
1,2011-08-05,91.65,3.684,,,,,,215.54462,7.962,false,1352219.7909088135
1,2011-08-12,90.76,3.638,,,,,,215.60579,7.962,false,1624383.7355804443
1,2011-08-19,89.94,3.554,,,,,,215.66931,7.962,false,1525147.1001853943
1,2011-08-26,87.96,3.523,,,,,,215.73323,7.962,false,1530761.4407606125
1,2011-09-02,87.83,3.533,,,,,,215.79713,7.962,false,1464693.462706089
1,2011-09-09,76.0,3.546,,,,,,215.86105,7.962,true,1550229.2177362442
1,2011-09-16,79.94,3.526,,,,,,216.04105,7.962,false,1540471.2510824203
1,2011-09-23,75.8,3.467,,,,,,216.37582,7.962,false,1514259.7934150696
1,2011-09-30,79.69,3.355,,,,,,216.7106,7.962,false,1380020.275844574
1,2011-10-07,69.31,3.285,,,,,,217.04536,7.866,false,1394561.833246231
1,2011-10-14,71.74,3.274,,,,,,217.35527,7.866,false,1630989.9515924454
1,2011-10-21,63.71,3.353,,,,,,217.51598,7.866,false,1493525.9214134216
1,2011-10-28,66.57,3.372,,,,,,217.67668,7.866,false,1502562.7873010635
1,2011-11-04,54.98,3.332,,,,,,217.83739,7.866,false,1445249.0895233154
1,2011-11-11,59.11,3.297,10382.9,6115.67,215.07,2406.62,6551.42,217.99808,7.866,false,1697229.5801124573
1,2011-11-18,62.25,3.308,6074.12,254.39,51.98,427.39,5988.57,218.2205,7.866,false,1594938.8719472885
1,2011-11-25,60.14,3.236,410.31,98.0,55805.51,8.0,554.92,218.46762,7.866,true,1539483.7023000717
1,2011-12-02,48.91,3.172,5629.51,68.0,1398.11,2084.64,20475.32,218.71474,7.866,false,2033320.6488742828
1,2011-12-09,43.93,3.158,4640.65,19.0,105.02,3639.42,14461.82,218.96185,7.866,false,1584083.952372551
1,2011-12-16,51.63,3.159,5011.32,67.0,347.37,225.79,4011.37,219.17946,7.866,false,1799682.3570747375
1,2011-12-23,47.96,3.112,2725.36,40.48,634.7,24.9,2739.43,219.35773,7.866,false,1881176.6742095947
1,2011-12-30,44.55,3.129,5762.1,46011.38,260.36,983.65,4735.78,219.536,7.866,true,2270188.963988304
1,2012-01-06,49.01,3.157,6277.39,21813.16,143.1,1450.13,8483.0,219.71426,7.348,false,1497462.7199468613
1,2012-01-13,48.53,3.261,5183.29,8025.87,42.24,453.08,3719.38,219.89253,7.348,false,1550369.9198656082
1,2012-01-20,54.11,3.268,4139.87,2807.19,33.88,500.62,3400.21,219.98569,7.348,false,1459601.1664419174
1,2012-01-27,54.26,3.29,1164.46,1082.74,44.0,11.0,1222.19,220.07886,7.348,false,1394393.8375701904
1,2012-02-03,56.55,3.36,34577.06,3579.21,160.53,32403.87,5630.4,220.17201,7.348,false,1319325.5941619873
1,2012-02-10,48.02,3.409,13925.06,6927.23,101.64,8471.88,6886.04,220.26518,7.348,true,1636339.6300964355
1,2012-02-17,45.32,3.51,9873.33,11062.27,9.8,8409.31,3402.66,220.42577,7.348,false,1802477.4315605164
1,2012-02-24,57.25,3.555,9349.61,7556.01,3.2,1219.92,8143.59,220.6369,7.348,false,1819870.0173797607
1,2012-03-02,60.96,3.63,15441.4,1569.0,10.8,25390.88,8067.61,220.84805,7.348,false,1539387.8340301514
1,2012-03-09,58.76,3.669,10331.04,151.88,6.0,671.43,5509.84,221.05919,7.348,false,1688420.7776031494
1,2012-03-16,64.74,3.734,4298.16,7.5,2.02,2724.65,2017.69,221.2118,7.348,false,1675431.147644043
1,2012-03-23,65.93,3.787,6118.56,9.48,4.97,426.72,3657.22,221.2864,7.348,false,1677472.7736206055
1,2012-03-30,67.61,3.845,10309.58,0.5,10.25,1654.17,2642.78,221.36101,7.348,false,1511068.0677900314
1,2012-04-06,70.43,3.891,10121.97,,77.98,3750.59,4510.72,221.43561,7.143,false,1649604.6350708008
1,2012-04-13,69.07,3.891,6186.19,3288.69,17.07,1822.55,1063.78,221.51021,7.143,false,1899676.8783569336
1,2012-04-20,66.76,3.877,2230.8,612.02,19.75,275.13,5747.1,221.56407,7.143,false,1621031.6982879639
1,2012-04-27,67.23,3.814,3221.25,,35.49,577.14,6222.25,221.61794,7.143,false,1521577.8590812683
1,2012-05-04,75.55,3.749,21290.13,,69.89,4977.35,3261.04,221.6718,7.143,false,1468928.3629717827
1,2012-05-11,73.77,3.688,8351.4,,10.52,2443.14,3127.88,221.72566,7.143,false,1684519.9970517159
1,2012-05-18,70.33,3.63,6154.14,,45.11,1675.49,5508.18,221.74268,7.143,false,1611096.0429668427
1,2012-05-25,77.22,3.561,4039.39,,745.19,1429.96,3631.13,221.74495,7.143,false,1595901.8623809814
1,2012-06-01,77.95,3.501,6086.21,12.0,370.51,148.75,3690.85,221.74721,7.143,false,1555444.5526263714
1,2012-06-08,78.3,3.452,8813.81,116.8,64.55,2652.04,7161.91,221.74948,7.143,false,1624477.5767414123
1,2012-06-15,79.35,3.393,5621.99,109.6,0.25,2420.28,3083.26,221.76265,7.143,false,1697230.948481083
1,2012-06-22,78.39,3.346,8624.56,171.25,3.05,2524.07,7063.68,221.80302,7.143,false,1630607.0041351318
1,2012-06-29,84.88,3.286,3965.73,161.6,,435.99,4212.97,221.8434,7.143,false,1527845.8076725006
1,2012-07-06,81.57,3.227,12218.76,94.4,192.83,4066.01,6149.04,221.88377,6.908,false,1540421.4890899658
1,2012-07-13,77.12,3.256,7218.13,45.2,36.24,3909.38,2596.37,221.92416,6.908,false,1769854.162847519
1,2012-07-20,80.42,3.311,3213.0,313.72,9.53,2262.02,3228.19,221.93272,6.908,false,1527014.0578437038
1,2012-07-27,82.66,3.407,7146.9,389.02,1.59,10267.54,4325.19,221.9413,6.908,false,1497954.7651538942
1,2012-08-03,86.11,3.417,27584.78,119.98,30.23,12007.04,4661.71,221.94986,6.908,false,1439123.7094355002
1,2012-08-10,85.05,3.494,11436.22,245.0,6.85,6964.26,4836.22,221.95844,6.908,false,1631135.7822875977
1,2012-08-17,84.85,3.571,3662.06,137.86,4.84,2752.2,3446.15,222.0384,6.908,false,1592409.9745097347
1,2012-08-24,77.66,3.62,6237.83,260.06,2.97,3463.03,7988.25,222.17195,6.908,false,1597868.0509763323
1,2012-08-31,80.49,3.638,21442.73,102.32,21.7,13209.64,3032.96,222.30548,6.908,false,1494122.3926914409
1,2012-09-07,83.96,3.73,5204.68,35.74,50.94,4120.32,2737.17,222.43901,6.908,true,1582083.3947014809
1,2012-09-14,74.97,3.717,17212.52,7.0,18.79,1523.11,7992.72,222.58202,6.908,false,1661767.3198216446
1,2012-09-21,69.87,3.721,6352.3,7.64,4.69,1010.06,6456.71,222.78185,6.908,false,1517428.8733837884
1,2012-09-28,76.08,3.666,3666.27,7.64,1.65,1417.96,4744.28,222.98166,6.908,false,1506126.0479660034
1,2012-10-05,68.55,3.617,8077.89,,18.22,3617.43,3626.14,223.18147,6.573,false,1437059.265745163
1,2012-10-12,62.99,3.601,2086.18,,8.11,602.36,5926.45,223.3813,6.573,false,1670785.9704589844
1,2012-10-19,67.97,3.594,950.33,,4.93,80.25,2312.85,223.42572,6.573,false,1573072.8252096176
1,2012-10-26,69.16,3.506,2585.85,31.75,6.0,1057.16,1305.01,223.44424,6.573,false,1508068.770418167
2,2010-02-12,38.49,2.548,,,,,,210.898,8.324,true,2136989.4477500916
2,2010-02-19,39.69,2.514,,,,,,210.94516,8.324,false,2137809.510541916
2,2010-02-26,46.1,2.561,,,,,,210.97595,8.324,false,2124451.5598003864
2,2010-03-05,47.17,2.625,,,,,,211.00676,8.324,false,1865097.2675356865
2,2010-03-12,57.56,2.667,,,,,,211.03755,8.324,false,1991013.1236326694
2,2010-03-19,54.52,2.72,,,,,,210.87334,8.324,false,1990483.7922215462
2,2010-03-26,51.26,2.732,,,,,,210.6766,8.324,false,1946070.8730175495
2,2010-04-02,63.27,2.719,,,,,,210.47989,8.2,false,1750197.8212499619
2,2010-04-09,65.41,2.77,,,,,,210.28317,8.2,false,2066187.7438669205
2,2010-04-16,68.07,2.808,,,,,,210.14955,8.2,false,1954689.1985788345
2,2010-04-23,65.11,2.795,,,,,,210.10007,8.2,false,1874957.9185199738
2,2010-04-30,66.98,2.78,,,,,,210.05058,8.2,false,1821990.9214131832
2,2010-05-07,71.28,2.835,,,,,,210.0011,8.2,false,1802450.2789800167
2,2010-05-14,73.31,2.854,,,,,,209.99846,8.2,false,2042581.7186083794
2,2010-05-21,74.83,2.826,,,,,,210.27684,8.2,false,1880752.3701171875
2,2010-05-28,81.13,2.759,,,,,,210.55524,8.2,false,1896937.1015014648
2,2010-06-04,81.81,2.705,,,,,,210.83362,8.2,false,1957113.8884181976
2,2010-06-11,83.4,2.668,,,,,,211.112,8.2,false,2102539.921813965
2,2010-06-18,85.81,2.637,,,,,,211.10965,8.2,false,2025538.7518920898
2,2010-06-25,86.26,2.653,,,,,,210.99501,8.2,false,2001636.9642944336
2,2010-07-02,82.74,2.669,,,,,,210.88037,8.099,false,1939927.0904388428
2,2010-07-09,82.59,2.642,,,,,,210.76573,8.099,false,2003940.640715599
2,2010-07-16,85.32,2.623,,,,,,210.7578,8.099,false,1880902.6235046387
2,2010-07-23,87.66,2.608,,,,,,210.89214,8.099,false,1845879.8006896973
2,2010-07-30,83.49,2.64,,,,,,211.02647,8.099,false,1781717.701450348
2,2010-08-06,89.53,2.627,,,,,,211.16081,8.099,false,1804246.1522369385
2,2010-08-13,89.05,2.692,,,,,,211.29514,8.099,false,1991909.966003418
2,2010-08-20,88.7,2.664,,,,,,211.25966,8.099,false,1895601.0566101074
2,2010-08-27,87.12,2.619,,,,,,211.22418,8.099,false,1964335.2316894531
2,2010-09-03,81.83,2.577,,,,,,211.18869,8.099,false,1863840.4864492416
2,2010-09-10,79.09,2.565,,,,,,211.15321,8.099,true,1904608.0991802216
2,2010-09-17,82.05,2.582,,,,,,211.18065,8.099,false,1839128.824002266
2,2010-09-24,81.79,2.624,,,,,,211.25526,8.099,false,1793903.5998001099
2,2010-10-01,69.24,2.603,,,,,,211.32988,8.163,false,1724557.212814331
2,2010-10-08,63.19,2.633,,,,,,211.4045,8.163,false,1827440.4220352173
2,2010-10-15,65.8,2.72,,,,,,211.47133,8.163,false,1849921.4621505737
2,2010-10-22,68.5,2.725,,,,,,211.51872,8.163,false,1794355.4782104492
2,2010-10-29,66.24,2.716,,,,,,211.56612,8.163,false,1737947.6388988495
2,2010-11-05,57.85,2.689,,,,,,211.61351,8.163,false,1802755.1269369125
2,2010-11-12,59.69,2.728,,,,,,211.6609,8.163,false,1939061.4223632812
2,2010-11-19,50.81,2.771,,,,,,211.54703,8.163,false,1916812.7406044006
2,2010-11-26,62.98,2.735,,,,,,211.40628,8.163,true,1956739.1740560532
2,2010-12-03,49.33,2.708,,,,,,211.26555,8.163,false,2658725.2945537567
2,2010-12-10,45.5,2.843,,,,,,211.1248,8.163,false,2015781.2782402039
2,2010-12-17,47.55,2.869,,,,,,211.06454,8.163,false,2378726.578689575
2,2010-12-24,49.97,2.886,,,,,,211.06467,8.163,false,2609166.7564697266
2,2010-12-31,47.3,2.943,,,,,,211.06477,8.163,true,3436007.669020653
2,2011-01-07,44.69,2.976,,,,,,211.0649,8.028,false,1750434.559542656
2,2011-01-14,33.02,2.983,,,,,,211.11768,8.028,false,1758050.800201416
2,2011-01-21,41.4,3.016,,,,,,211.48647,8.028,false,1744193.5867271423
2,2011-01-28,42.83,3.01,,,,,,211.85527,8.028,false,1751384.8788585663
2,2011-02-04,38.25,2.989,,,,,,212.22406,8.028,false,1695371.6853141785
2,2011-02-11,33.19,3.022,,,,,,212.59286,8.028,true,1929346.2448539734
2,2011-02-18,57.83,3.045,,,,,,212.9033,8.028,false,2168041.6091575623
2,2011-02-25,60.8,3.065,,,,,,213.19041,8.028,false,2080884.82787323
2,2011-03-04,57.77,3.288,,,,,,213.47752,8.028,false,1833511.0977630615
2,2011-03-11,52.7,3.459,,,,,,213.76463,8.028,false,1981607.7732992172
2,2011-03-18,62.32,3.488,,,,,,214.01562,8.028,false,1879107.3130660057
2,2011-03-25,69.42,3.473,,,,,,214.25215,8.028,false,1902557.6569519043
2,2011-04-01,55.43,3.524,,,,,,214.4887,7.931,false,1766162.0452079773
2,2011-04-08,67.0,3.622,,,,,,214.72522,7.931,false,1800171.3504638672
2,2011-04-15,69.48,3.743,,,,,,214.94206,7.931,false,1847552.6141853333
2,2011-04-22,69.39,3.807,,,,,,215.10966,7.931,false,1856467.8378696442
2,2011-04-29,69.21,3.81,,,,,,215.27727,7.931,false,1886339.583106041
2,2011-05-06,61.48,3.906,,,,,,215.44487,7.931,false,1745545.2694940567
2,2011-05-13,74.61,3.899,,,,,,215.61247,7.931,false,1837743.5977697372
2,2011-05-20,67.14,3.907,,,,,,215.38348,7.931,false,1838513.0563640594
2,2011-05-27,76.42,3.786,,,,,,215.15448,7.931,false,1688281.8632555008
2,2011-06-03,83.07,3.699,,,,,,214.92549,7.931,false,1797732.5585765839
2,2011-06-10,83.4,3.648,,,,,,214.69649,7.931,false,1933756.2134748474
2,2011-06-17,86.53,3.637,,,,,,214.65135,7.931,false,1929153.159268856
2,2011-06-24,85.17,3.594,,,,,,214.74411,7.931,false,1953772.0091781616
2,2011-07-01,85.69,3.524,,,,,,214.83687,7.852,false,1790925.7980327606
2,2011-07-08,87.7,3.48,,,,,,214.92963,7.852,false,1866242.9883270264
2,2011-07-15,89.83,3.575,,,,,,215.01344,7.852,false,1853161.9884643555
2,2011-07-22,89.34,3.651,,,,,,215.0749,7.852,false,1785187.2834730148
2,2011-07-29,90.07,3.682,,,,,,215.13638,7.852,false,1743816.4178771973
2,2011-08-05,93.34,3.684,,,,,,215.19785,7.852,false,1680693.053905487
2,2011-08-12,91.58,3.638,,,,,,215.25932,7.852,false,1876704.258178711
2,2011-08-19,89.86,3.554,,,,,,215.32294,7.852,false,1812768.2600193024
2,2011-08-26,90.45,3.523,,,,,,215.3869,7.852,false,1844094.579082489
2,2011-09-02,89.64,3.533,,,,,,215.45087,7.852,false,1821139.9071235657
2,2011-09-09,77.97,3.546,,,,,,215.51483,7.852,true,1809119.689605713
2,2011-09-16,78.85,3.526,,,,,,215.69444,7.852,false,1748000.644607544
2,2011-09-23,75.58,3.467,,,,,,216.02823,7.852,false,1691439.491634369
2,2011-09-30,78.14,3.355,,,,,,216.36203,7.852,false,1669299.7762908936
2,2011-10-07,69.92,3.285,,,,,,216.69583,7.441,false,1650394.4443159103
2,2011-10-14,71.67,3.274,,,,,,217.00482,7.441,false,1837553.456995964
2,2011-10-21,64.53,3.353,,,,,,217.16501,7.441,false,1743882.1948890686
2,2011-10-28,65.87,3.372,,,,,,217.32518,7.441,false,1834680.2428703308
2,2011-11-04,55.53,3.332,,,,,,217.48537,7.441,false,1769296.2610969543
2,2011-11-11,59.33,3.297,10797.64,20445.0,443.32,4754.07,4787.16,217.64554,7.441,false,1959707.8838882446
2,2011-11-18,62.01,3.308,6490.92,1217.76,152.12,873.82,7656.42,217.86702,7.441,false,1920725.1336660385
2,2011-11-25,56.36,3.236,919.71,62.0,77451.26,23.0,1589.43,218.11302,7.441,true,1902762.485754013
2,2011-12-02,48.74,3.172,8010.99,83.47,1897.27,4444.0,28238.93,218.35904,7.441,false,2614202.3051605225
2,2011-12-09,41.76,3.158,11472.59,40.0,306.43,4160.55,8899.08,218.60504,7.441,false,1954951.9980010986
2,2011-12-16,50.13,3.159,4908.83,61.03,341.49,469.8,4744.27,218.8218,7.441,false,2290549.3055114746
2,2011-12-23,46.66,3.112,2971.04,15.18,1501.75,88.76,6437.61,218.99954,7.441,false,2432736.4989681244
2,2011-12-30,44.57,3.129,8321.44,92523.94,139.53,1515.4,3027.69,219.1773,7.441,true,3224369.8289260864
2,2012-01-06,46.75,3.157,5886.72,37454.29,121.16,2388.92,7103.97,219.35506,7.057,false,1874226.5111351013
2,2012-01-13,45.99,3.261,4414.72,12092.63,98.38,708.18,4245.6,219.53282,7.057,false,1799520.1298818588
2,2012-01-20,51.7,3.268,6552.26,4355.69,105.97,1703.1,3376.03,219.62584,7.057,false,1744725.4870681763
2,2012-01-27,50.5,3.29,1920.15,1507.56,86.09,43.4,2613.53,219.71886,7.057,false,1711769.1100635529
2,2012-02-03,55.21,3.36,75149.79,3818.85,221.4,48159.86,7423.61,219.81189,7.057,false,1660906.1455869675
2,2012-02-10,46.98,3.409,13510.89,6674.42,94.07,14114.9,9577.83,219.9049,7.057,true,1935299.9489336014
2,2012-02-17,43.82,3.51,13942.54,14273.24,15.76,4927.14,6650.08,220.0652,7.057,false,2103322.671224594
2,2012-02-24,54.63,3.555,13048.36,12059.1,10.2,5299.73,10380.03,220.27594,7.057,false,2196688.468017578
2,2012-03-02,58.79,3.63,23901.27,2144.7,9.0,9799.63,4929.53,220.4867,7.057,false,1861802.6989746094
2,2012-03-09,57.11,3.669,11784.91,368.32,3.0,2498.17,7746.0,220.69743,7.057,false,1952555.6562042236
2,2012-03-16,63.68,3.734,5965.99,230.42,3.0,2650.77,2073.81,220.84985,7.057,false,1937628.2544708252
2,2012-03-23,64.01,3.787,6008.98,139.93,6.63,1650.49,5263.08,220.92448,7.057,false,1976082.1080799103
2,2012-03-30,66.83,3.845,14369.3,164.77,17.0,1017.31,3470.49,220.99913,7.057,false,1790439.1624145508
2,2012-04-06,68.43,3.891,12132.59,1.3,32.58,4874.69,5535.13,221.07376,6.891,false,1857480.8500480652
2,2012-04-13,68.08,3.891,8994.04,6573.08,20.21,4162.2,1966.38,221.1484,6.891,false,2129035.912410736
2,2012-04-20,65.69,3.877,7311.02,2236.2,33.53,878.07,4080.32,221.2021,6.891,false,1935869.117023468
2,2012-04-27,67.2,3.814,3076.68,,38.32,108.71,2708.9,221.25581,6.891,false,1847344.4452199936
2,2012-05-04,76.73,3.749,23731.47,,78.09,7931.42,4443.52,221.30951,6.891,false,1764133.0830837265
2,2012-05-11,73.87,3.688,16519.5,,117.38,5131.02,3634.25,221.36322,6.891,false,1923957.0754432678
2,2012-05-18,71.27,3.63,9262.12,,42.67,3694.8,4612.01,221.38033,6.891,false,1917520.9861656204
2,2012-05-25,78.19,3.561,10701.32,,1030.53,3595.04,14920.27,221.3828,6.891,false,2000940.6880126968
2,2012-06-01,78.38,3.501,13091.33,21.0,245.37,2993.15,5521.72,221.38527,6.891,false,1912791.0960845947
2,2012-06-08,78.69,3.452,12162.04,463.6,78.39,3610.78,10877.64,221.38774,6.891,false,1910092.3757183552
2,2012-06-15,80.56,3.393,8573.41,195.0,0.19,4455.38,5288.61,221.40099,6.891,false,2010216.4744825363
2,2012-06-22,81.04,3.346,12126.02,314.0,60.99,6058.6,36430.33,221.44116,6.891,false,1962924.3101043701
2,2012-06-29,86.32,3.286,8495.34,275.8,,1935.16,5686.13,221.48134,6.891,false,1887733.2079582214
2,2012-07-06,84.2,3.227,12355.5,295.05,100.15,6720.4,5506.53,221.5215,6.565,false,1881046.1175899506
2,2012-07-13,80.17,3.256,8354.65,342.25,20.53,5674.44,5012.22,221.56168,6.565,false,2041507.3845739737
2,2012-07-20,83.23,3.311,6961.58,241.2,24.97,3401.36,2453.42,221.57011,6.565,false,1830075.121936649
2,2012-07-27,86.37,3.407,6999.14,197.72,2.53,6319.33,5007.01,221.57855,6.565,false,1819666.4555838779
2,2012-08-03,90.22,3.417,27650.68,164.58,43.02,21801.9,6652.98,221.58698,6.565,false,1757923.8815491758
2,2012-08-10,88.55,3.494,5554.54,142.3,13.43,4187.43,5286.19,221.59541,6.565,false,1946104.6367454529
2,2012-08-17,84.79,3.571,4774.16,330.78,10.53,4253.28,4927.26,221.67514,6.565,false,1866719.9674510956
2,2012-08-24,76.91,3.62,4759.7,211.38,6.62,2972.88,5102.26,221.80835,6.565,false,1928016.0015121475
2,2012-08-31,82.64,3.638,17500.26,73.22,21.38,12878.62,4756.5,221.94156,6.565,false,1876788.1542434692
2,2012-09-07,87.65,3.73,10658.86,149.28,60.97,2920.9,3275.57,222.07477,6.565,true,1947083.2958893776
2,2012-09-14,75.88,3.717,8325.93,,37.32,1808.69,9314.55,222.21744,6.565,false,1898777.0665332004
2,2012-09-21,71.09,3.721,6707.94,3.82,15.55,1001.42,7607.94,222.41693,6.565,false,1814806.6371026598
2,2012-09-28,79.45,3.666,7106.05,1.91,1.65,1549.1,3946.03,222.61644,6.565,false,1829415.6703186035
2,2012-10-05,70.27,3.617,6037.76,,10.04,3027.37,3853.4,222.81593,6.17,false,1746470.5368881226
2,2012-10-12,60.97,3.601,2145.5,,33.31,586.83,10421.01,223.01543,6.17,false,1998321.029586792
2,2012-10-19,68.08,3.594,4461.89,,1.14,1579.67,2642.29,223.05981,6.17,false,1900745.1146650314
2,2012-10-26,69.79,3.506,6152.59,129.77,200.0,272.29,2924.15,223.07834,6.17,false,1847990.4020195007
3,2010-02-12,47.93,2.548,,,,,,214.5748,7.368,true,461622.2189273834
3,2010-02-19,47.07,2.514,,,,,,214.61989,7.368,false,420728.9577178955
3,2010-02-26,52.05,2.561,,,,,,214.6475,7.368,false,421642.1900482178
3,2010-03-05,53.04,2.625,,,,,,214.67514,7.368,false,407204.85991454124
